ID,CURRENCY,SOURCE,DATE_CREATED,THREE_D_RESOURCE,DATE_LAST_MODIFIED,EXTERNAL_ID,EXTERNAL_URL,SOURCE_CATEGORY,THREE_D_ENABLED,SPECIAL_COMMISSION_RATE,TOTAL_SALES,NAME,VISIBLE,VENDOR,MERCHANT_ID,TYPE,AVAILABLE,DESCRIPTION,MAX_PRICE,SELLER,MIN_PRICE,STATUS,PRODUCT_ID,COMMISSION_RATE,TAGS,PUBLISHING_STATUS,_FIVETRAN_DELETED,_FIVETRAN_SYNCED
10090,USD,1,2018-08-15T15:56:37Z,,2022-11-14T03:13:36Z,1525064204406,https://violet-besties.myshopify.com/products/samsung-32-class-led-m4500-series-720p-smart-hdtv,Televisions,FALSE,,0,Samsung - 32 Class - LED - M4500 Series - 720p - Smart - HDTV,TRUE,Samsung,10000,,TRUE,720p (HD) resolutionSmart TVMotion Rate 60,19999,Besties,19999,1,9422b2c0c41e40d1b30478df44f91f60,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.82Z
10096,USD,1,2018-08-15T15:56:37Z,,2022-11-14T03:13:36Z,1525063254134,https://violet-besties.myshopify.com/products/toshiba-43-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition,Televisions,FALSE,,0,Toshiba - 43” Class – LED - 2160p – Smart - 4K UHD TV with HDR – Fire TV Edition,TRUE,Toshiba,10000,,TRUE,Fire TV experience built-inVoice Remote with Alexa4K Ultra HD picture qualityIntegrated streaming and live TVControl smart home devices,32999,Besties,32999,1,0435c8634eac438795e6cbc39bb6713d,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.82Z
10092,USD,1,2018-08-15T15:56:37Z,,2022-11-14T03:13:36Z,1525062729846,https://violet-besties.myshopify.com/products/sharp-43-class-led-1080p-smart-hdtv-roku-tv,Televisions,FALSE,,0,Sharp - 43 Class - LED - 1080p - Smart - HDTV Roku TV,TRUE,Sharp,10000,,TRUE,"Only at Best Buy
 1080p (Full HD) resolutionSmart TV, Built-in Roku smart platform60Hz refresh rate",29999,Besties,29999,1,2e525cb5cbe24f19911769383e3c7e1f,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.82Z
10087,USD,1,2018-08-15T15:56:37Z,,2022-11-14T03:13:33Z,1525146714230,https://violet-besties.myshopify.com/products/rova-selfie-drone-white,Unmanned_Aerial_Vehicles,FALSE,,0,Rova - Selfie Drone - White,TRUE,Rova,10000,,TRUE,"4-direction obstacle avoidance; built-in barometer, accelerometer, infrared distance module, optical flow and gyroscope; 1080p 60fps video; 360° panoramic video; 12.0MP photos; 16GB MicroSD card included; operating range up to 98 feet away",14999,Besties,14999,1,eb2f17fb6bee4c4e91cf83a957c4b006,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.82Z
10095,USD,1,2018-08-15T15:56:37Z,,2022-11-14T03:13:35Z,1525068103798,https://violet-besties.myshopify.com/products/sylvania-11-4-portable-blu-ray-player-black,DVD_and_Blu_Ray_Players,FALSE,,0,Sylvania - 11.4 Portable Blu-ray Player - Black,TRUE,Sylvania,10000,,TRUE,"Hi-ResPlays DVD, CD and more",19999,Besties,19999,1,0e8fefb760464dcd8ef8f2f97677b067,15,"blu-ray & dvd players,portable dvd players,portable dvd players & accessories,tv & home theater",1,FALSE,2023-03-10T10:33:25.82Z
10097,USD,1,2018-08-15T15:56:37Z,,2022-11-14T03:13:36Z,1525063647350,https://violet-besties.myshopify.com/products/toshiba-50-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition,Televisions,FALSE,,0,Toshiba - 50” Class – LED - 2160p – Smart - 4K UHD TV with HDR – Fire TV Edition,TRUE,Toshiba,10000,,TRUE,Fire TV experience built-inVoice Remote with Alexa4K Ultra HD picture qualityIntegrated streaming and live TVControl smart home devices,39999,Besties,39999,1,f8f4608aecb5488abad772d94971353d,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.82Z
10084,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:33Z,1525146419318,https://violet-besties.myshopify.com/products/rova-selfie-drone-black,Unmanned_Aerial_Vehicles,FALSE,,0,Rova - Selfie Drone - Black,TRUE,Rova,10000,,TRUE,"4-direction obstacle avoidance; built-in barometer, accelerometer, infrared distance module, optical flow and gyroscope; 1080p 60fps video; 360° panoramic video; 12.0MP photos; 16GB MicroSD card included; operating range up to 98 feet away",10399,Besties,10399,1,d5f75772d9104f5398f9f95c28655fcc,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.82Z
10085,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:33Z,1525147172982,https://violet-besties.myshopify.com/products/rova-selfie-drone-blue,Unmanned_Aerial_Vehicles,FALSE,,0,Rova - Selfie Drone - Blue,TRUE,Rova,10000,,TRUE,"4-direction obstacle avoidance; built-in barometer, accelerometer, infrared distance module, optical flow and gyroscope; 1080p 60fps video; 360° panoramic video; 12.0MP photos; 16GB MicroSD card included; operating range up to 98 feet away",14999,Besties,14999,1,36550a4551f74032a7d22299c474a5c7,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.82Z
10083,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:31Z,1525150515318,https://violet-besties.myshopify.com/products/rova-airselfie-drone-silver,Unmanned_Aerial_Vehicles,FALSE,,0,Rova - AirSelfie Drone - Silver,TRUE,Rova,10000,,TRUE,Pocket-size and lightweight; 1080p 30fps video; 5MP photos; operating range up to 60 feet,29999,Besties,29999,1,7e0d6d4664434113894dea733947632f,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.82Z
10081,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:33Z,1525146550390,https://violet-besties.myshopify.com/products/protocol-kaptur-gps-drone-with-remote-controller-white-black,Unmanned_Aerial_Vehicles,FALSE,,0,Protocol - Kaptur GPS Drone with Remote Controller - White/Black,TRUE,Protocol,10000,,TRUE,Auto launch/hover/land; three speeds; records and live streams video at 720p; first-person view with included 3D VR Headset; operating range up to 492 feet; controller included,17999,Besties,17999,1,f4232b7414af4ea4a13a811063c7d4b5,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.819Z
10082,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:34Z,1525069021302,https://violet-besties.myshopify.com/products/razor-electric-scooter-gunmetal,Scooters,FALSE,,0,Razor - Electric Scooter - Gunmetal,TRUE,Razor,10000,,TRUE,Reaches speeds up to 14.9 mph36V lithium-ion batteryWeight: 21.61 lbsMax Rider Weight: 176.4 lbsFor ages 14 and up,36999,Besties,36999,1,7d6508e918ee4d0197d0ce9c4080505a,15,"drones,rideables,scooters,toys & collectibles",1,FALSE,2023-03-10T10:33:25.82Z
10086,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:33Z,1525146943606,https://violet-besties.myshopify.com/products/rova-selfie-drone-red,Unmanned_Aerial_Vehicles,FALSE,,0,Rova - Selfie Drone - Red,TRUE,Rova,10000,,TRUE,"4-direction obstacle avoidance; built-in barometer, accelerometer, infrared distance module, optical flow and gyroscope; 1080p 60fps video; 360° panoramic video; 12.0MP photos; 16GB MicroSD card included; operating range up to 98 feet away",14999,Besties,14999,1,0f6760eb548242428d51c47bca9f27cf,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.82Z
10080,USD,1,2018-08-15T15:56:36Z,,2022-11-14T03:13:31Z,1525149466742,https://violet-besties.myshopify.com/products/parrot-power-pack-fpv-drone-with-parrot-skycontroller-2-black,Unmanned_Aerial_Vehicles,FALSE,,0,Parrot - Power Pack FPV Drone with Parrot Skycontroller 2 - Black,TRUE,Parrot,10000,,TRUE,HD 1080p 30fps video; 14MP photos; Parrot Skycontroller 2 included,59999,Besties,59999,1,08d4897890034d52b665f469db9a8683,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.741Z
10078,USD,1,2018-08-15T15:56:33Z,,2022-11-14T03:13:34Z,1525142454390,https://violet-besties.myshopify.com/products/parrot-bebop-2-quadcopter-with-skycontroller-2-and-cockpit-fpv-glasses-white,Unmanned_Aerial_Vehicles,FALSE,,0,Parrot - Bebop 2 Quadcopter with Skycontroller 2 and Cockpit FPV Glasses - White,TRUE,Parrot,10000,,TRUE,14-megapixel CMOS sensor; 180° fisheye lens; 3-axis image stabilization; 1080p 30fps videos; 4096 x 3072 photos; 8GB internal memory; Wi-Fi; Indoor and outdoor; 1.24 miles operating range; Remote control via Skycontroller 2 or Apple iOS and Android devices; Multidirectional controls,29999,Besties,29999,1,5b8a0e958d1743739a634d0168dd7b0d,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.741Z
10076,USD,1,2018-08-15T15:56:33Z,,2022-11-14T03:13:36Z,1525067382902,https://violet-besties.myshopify.com/products/lg-75-class-led-uk6570pub-series-2160p-smart-4k-uhd-tv-with-hdr,Televisions,FALSE,,0,LG - 75 Class - LED - UK6570PUB Series - 2160p - Smart - 4K UHD TV with HDR,TRUE,LG,10000,,TRUE,"2160p (4K) resolution with HDRSmart TV, webOS, LG ThinQ AITruMotion 120",179999,Besties,179999,1,81b20508febe4d8bae5f30e4364ab3c4,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.741Z
10077,USD,1,2018-08-15T15:56:33Z,,2022-11-14T03:13:35Z,1525067972726,https://violet-besties.myshopify.com/products/parrot-anafi-quadcopter-with-remote-controller-black,Unmanned_Aerial_Vehicles,FALSE,,0,Parrot - ANAFI Quadcopter with Remote Controller - Black,TRUE,Parrot,10000,,TRUE,Records video at 3840 x 2160 pixels; 2 miles operating range; 21MP photos,69999,Besties,69999,1,9bc6159d4f4d4b64bb495f7f158e6259,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.741Z
10079,USD,1,2018-08-15T15:56:33Z,,2022-11-14T03:13:34Z,1525141700726,https://violet-besties.myshopify.com/products/parrot-bebop-drone-2-quadcopter-white,Unmanned_Aerial_Vehicles,FALSE,,0,Parrot - Bebop Drone 2 Quadcopter - White,TRUE,Parrot,10000,,TRUE,14 megapixel CMOS sensor; 180° fisheye lens; 3-axis image stabilization; 1080p 30fps videos; 4096 x 3072 photos; 8GB internal memory; Wi-Fi; 984 ft operating range; 25 minutes of flight time; remote control via Apple iOS and Android devices,39999,Besties,39999,1,c1e106f51af74fceab8c7b3123a3f21b,15,"camera drones,drones,drones & drone accessories,toys & collectibles",1,FALSE,2023-03-10T10:33:25.741Z
10071,USD,1,2018-08-15T15:56:32Z,,2023-03-15T06:35:06Z,1983063949430,https://violet-besties.myshopify.com/products/kaws-figuring,,FALSE,,0,Kaws Figuring,TRUE,Kaws,10000,0,TRUE,This is a flat sample product.,1999,Besties,1999,1,f9539ded326640408c3dea9ac8681516,15,,1,FALSE,2023-03-15T08:56:23.172Z
10070,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525066989686,https://violet-besties.myshopify.com/products/jetson-phantom-jetkart-black,Scooters,FALSE,,0,Jetson - Phantom JetKart - Black,TRUE,Jetson,10000,,TRUE,"Up to 9 mph speedUp to 12 miles range30.3 lbs product weight220 lb weight limitLED lights",24999,Besties,24999,1,23d786d10fac459cb4c88ffb0f6548c6,15,"bikes & boards,electric scooters,fitness & beauty,health,self-balancing scooters,sports & outdoor recreation",1,FALSE,2023-03-10T10:33:25.74Z
10066,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525062598774,https://violet-besties.myshopify.com/products/hover-1-electric-scooter-black,Scooters,FALSE,,0,Hover-1 - Electric Scooter - Black,TRUE,Hover-1,10000,,TRUE,Reaches speeds up to 13 mphWeight: 21.16 lbsMax Rider Weight: 250 lbs,24999,Besties,24999,1,b830678f51a24e538ae92f83c7414b8b,15,"bikes & boards,electric scooters,fitness & beauty,health,sports & outdoor recreation",1,FALSE,2023-03-10T10:33:25.74Z
10074,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525066268790,https://violet-besties.myshopify.com/products/lg-55-class-led-2160p-smart-4k-uhd-tv-with-hdr,Televisions,FALSE,,0,LG - 55 Class - LED - 2160p - Smart - 4K UHD TV with HDR,TRUE,LG,10000,,TRUE,"2160p (4K) resolution with HDRSmart TV, webOS, LG ThinQ AITruMotion 120",59999,Besties,59999,1,c5557e2d64254aae89a00ff358d10a51,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.74Z
10073,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525066072182,https://violet-besties.myshopify.com/products/lg-43-class-led-uk6300-series-2160p-smart-4k-uhd-tv-with-hdr,Televisions,FALSE,,0,LG - 43 Class - LED - UK6300 Series - 2160p - Smart - 4K UHD TV with HDR,TRUE,LG,10000,,TRUE,"2160p (4K) resolution with HDRSmart TV, webOS, LG ThinQ AITruMotion 120",34999,Besties,34999,1,f2e379e8cd7a4525b7c7518c05abad49,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.74Z
10068,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525065515126,https://violet-besties.myshopify.com/products/hover-1-self-balancing-scooter-gunmetal,Scooters,FALSE,,0,Hover-1 - Self-Balancing Scooter - Gunmetal,TRUE,Hover-1,10000,,TRUE,Reaches speeds up to 6.2 mph36V lithium-ion batteryWeight: 31.31 lbsMax Rider Weight: 264.6 lbsBuilt-in Bluetooth speaker,29999,Besties,29999,1,568b7b11974947f8b66f4626cb8581c4,15,"bikes & boards,electric scooters,fitness & beauty,health,self-balancing scooters,sports & outdoor recreation",1,FALSE,2023-03-10T10:33:25.74Z
10069,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525065384054,https://violet-besties.myshopify.com/products/hover-1-self-balancing-scooter-iridescent,Scooters,FALSE,,0,Hover-1 - Self-Balancing Scooter - Iridescent,TRUE,Hover-1,10000,,TRUE,Reaches speeds up to 10 mphHas a range up to 9 milesWeight: 22.05 lbsMax Rider Weight: 263.9 lbsBuilt-in Bluetooth speaker,24999,Besties,24999,1,570d700b321145399b2d8769fd430efa,15,"bikes & boards,electric scooters,fitness & beauty,health,self-balancing scooters,sports & outdoor recreation",1,FALSE,2023-03-10T10:33:25.74Z
10075,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525066727542,https://violet-besties.myshopify.com/products/lg-65-class-led-2160p-smart-4k-uhd-tv-with-hdr,Televisions,FALSE,,0,LG - 65 Class - LED - 2160p - Smart - 4K UHD TV with HDR,TRUE,LG,10000,,TRUE,"2160p (4K) resolution with HDRSmart TV, webOS, LG ThinQ AITruMotion 120",99999,Besties,99999,1,5b322636eafa4ffe84bc2cf844818ef3,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.74Z
10067,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:38Z,1525062402166,https://violet-besties.myshopify.com/products/hover-1-self-balancing-scooter-black,Scooters,FALSE,,0,Hover-1 - Self-Balancing Scooter - Black,TRUE,Hover-1,10000,,TRUE,Reaches speeds up to 9.3 mphHas a range up to 9.9 milesWeight: 24.47 lbsMax Rider Weight: 330.7 lbsBuilt-in Bluetooth speaker,27999,Besties,27999,1,136194406d444960903acc801574fc87,15,"bikes & boards,electric scooters,fitness & beauty,health,self-balancing scooters,sports & outdoor recreation",1,FALSE,2023-03-10T10:33:25.74Z
10065,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525067612278,https://violet-besties.myshopify.com/products/hisense-55-class-led-h6-series-2160p-smart-4k-uhd-tv-with-hdr,Televisions,FALSE,,0,Hisense - 55 Class - LED - H6 Series - 2160p - Smart - 4K UHD TV with HDR,TRUE,Hisense,10000,,TRUE,2160p (4K) resolution with HDR4K upscalingSmart TVMotion rate 120,44999,Besties,44999,1,a0d49b0bdd364b8c877da4fc58847032,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.74Z
10072,USD,1,2018-08-15T15:56:32Z,,2022-11-14T03:13:36Z,1525065842806,https://violet-besties.myshopify.com/products/lg-32-class-led-720p-smart-hdtv,Televisions,FALSE,,0,LG - 32 Class - LED - 720p - Smart - HDTV,TRUE,LG,10000,,TRUE,"720p (HD) resolutionSmart TV, webOS",19999,Besties,19999,1,04f62fccd7bd4c429d70c8acd80b80fe,15,"all flat-screen tvs,tv & home theater,tvs",1,FALSE,2023-03-10T10:33:25.74Z
